Stock name,Max train val,Min train val,Train vals range,Train RMSE,Train NRMSE,Max test val,Min test val,Test vals range,TestRMSE,TestNRMSE
10_SamSungMul_028260,132375.0,105125.0,27250.0,164.87472828051582,0.006050448744239113,111375.0,95925.0,15450.0,230.24732578941388,0.014902739533295397
11_ShinHan_055550,48400.00000000001,41212.5,7187.500000000007,40.462139291863345,0.005629515031911416,43912.5,39324.99999999999,4587.500000000007,74.96782474814323,0.016341760163082968
12_Hyundai_MobiS_012330,249125.0,173624.99999999997,75500.00000000003,302.41492546889543,0.004005495701574773,206875.0,165125.0,41750.0,623.4618322668151,0.014933217539324913
13_SK_034730,305625.0,246625.0,59000.0,325.584040003058,0.005518373559373865,285625.0,251750.0,33875.0,298.4883809598314,0.008811465120585428
14_LG_health_051900,1495750.0,1013250.0000000001,482499.9999999999,1890.9963582151577,0.003919163436715354,1211750.0,1026250.0,185500.0,2008.3978323701401,0.010826942492561402
15_SK_INNO_096770,226500.0,182625.0,43875.0,233.76821068376628,0.005328050385954787,214500.0,172500.0,42000.0,292.63632693804954,0.006967531593763085
16_SAMSUNG_HEALTH_032830,115500.0,89649.99999999999,25850.000000000015,115.66078819572853,0.004474305152639399,93975.0,82025.0,11950.0,350.7468767428163,0.029351203074712662
17_SAMSUNG_SDS_018260,247000.0,180750.0,66250.0,311.3678376206435,0.004699891888613487,204875.0,178250.0,26625.0,587.3919519084866,0.022061669555248322
18_SAMSUNG_SDI_006400,262250.0,179250.0,83000.0,383.1298884359462,0.004616022752240316,240625.0,199625.0,41000.0,375.9000501009198,0.009168293904900484
19_KT&G_033780,110500.0,95525.0,14975.0,134.98843860883179,0.009014252995581421,109375.0,97025.0,12350.0,137.27345281725357,0.01111525933742944
1_SAMSUNG_005930,53450.0,40412.5,13037.5,50.684272856961094,0.0038875760580602946,45200.0,38125.0,7075.0,115.54338851893026,0.016331220992074947
20_KIA_MOTOR_000270,35487.5,26287.5,9200.0,34.313733883881575,0.003729753683030606,34137.5,27112.499999999996,7025.000000000004,40.31239072313068,0.0057384186082748275
21_SAMSUNG_INSURANCE_000810,287875.0,249500.0,38375.0,270.71805039252695,0.007054542029772689,289125.0,269000.0,20125.0,303.9906232977564,0.01510512413901895
22_LG_003550,81375.0,61425.0,19950.0,87.18517190327202,0.004370184055301856,75875.0,62950.0,12925.0,84.72336374270402,0.006554999129029325
23_AMOR_090430,355125.0,147500.0,207625.0,623.1607309033587,0.003001376187373191,207875.0,146500.0,61375.0,2071.178537362379,0.03374628981445831
24_S_OIL_010950,138750.0,100250.0,38500.0,212.51063739119172,0.005519756815355629,124375.0,101125.0,23250.0,206.57981431455758,0.008885153303851938
25_HANA_FIN_086790,47337.5,38487.5,8850.0,43.40585627595587,0.004904616528356595,39575.0,35500.0,4075.0,76.95171866824519,0.01888385734190066
26_WOORI_FIN_000030,17387.5,15112.5,2275.0,17.61805597375302,0.007744200428023306,16587.5,15187.5,1400.0,17.314954236136906,0.012367824454383504
27_LG_ELEC_066570,102875.0,59025.0,43850.0,151.55479696011798,0.003456209736832793,74575.0,61074.99999999999,13500.000000000007,135.52763405132424,0.01003908400380179
28_LOTTE_CHEM_011170,400750.0,248374.99999999997,152375.00000000003,632.0781249831075,0.0041481747332771605,297375.0,249250.0,48125.0,554.8103401152558,0.011528526547849471
29_HYANDAI_HEAVY_009540,146000.0,93925.0,52075.0,253.5837873895586,0.004869587851935835,144375.0,115750.0,28625.0,341.8203807809431,0.011941323346059147
2_SK_HYINX_000660,97550.0,63250.0,34300.0,125.14870725757567,0.003648650357363722,74500.0,58175.00000000001,16324.999999999993,276.3458952921304,0.016927773065367874
30_KIUP_FIN_024110,17087.5,14250.000000000002,2837.499999999998,19.33731442358472,0.006814912572188451,15387.5,14237.5,1150.0,18.44149584021681,0.016036083339318965
31_KOREA_YEN_010130,455375.0,365125.0,90250.0,476.96493375084697,0.0052849300138598,459374.99999999994,365625.0,93749.99999999994,584.7144077478599,0.006236953682643843
32_SAMSUNG_EL_009150,165250.0,107500.0,57750.0,258.9659707207356,0.004484259233259491,137875.0,99825.0,38050.0,747.9070263868466,0.019655900824884272
33_KANGWON_035250,30200.0,25325.0,4875.0,26.94225042216824,0.005526615471213998,34250.0,27512.5,6737.5,357.47883316480954,0.05305808284449863
34_LG_DISPLAY_034220,23837.5,15675.0,8162.5,35.859415395067145,0.004393190247481427,18737.5,15962.5,2775.0,29.953959439303933,0.010794219617767184
35_LOTTE_004990,62925.0,46875.0,16050.0,78.81483791757954,0.004910581801718351,58200.0,47075.0,11125.0,74.49101064743566,0.006695821181791969
36_LOTTE_SHOP_023530,245750.0,178000.0,67750.0,336.40530395864073,0.004965391940348941,229000.0,192125.0,36875.0,348.0792047676685,0.009439436061496095
37_HYANDAI_IRON_004020,73425.0,40600.0,32825.0,112.20744630951722,0.0034183532767560463,48187.5,40800.0,7387.5,100.67099080475539,0.01362720687712425
38_HYANDAI_BUILD_000720,79099.99999999999,43162.5,35937.499999999985,163.89776969696572,0.004560633591567744,60050.0,44450.0,15600.0,111.0187489810231,0.007116586473142506
39_HYANDAI_HEAVY_267250,443500.0,321250.0,122250.0,559.9731207251544,0.0045805572247456395,403625.0,340000.0,63625.0,535.9156380588581,0.008423035568705039
3_Celltrion_068270,311000.0,213125.0,97875.0,397.8341016430413,0.004064716236455084,249750.0,198625.0,51125.0,779.8256136901301,0.015253312737215259
40_AMOR_G_002790,141875.0,58199.99999999999,83675.0,274.4167135951698,0.003279554390142454,73500.0,57400.0,16100.0,843.6888309380884,0.05240303297752102
