Stock name,Max train val,Min train val,Train vals range,Train RMSE,Train NRMSE,Max test val,Min test val,Test vals range,TestRMSE,TestNRMSE
38_HYANDAI_BUILD_000720,79099.99999999999,43162.5,35937.499999999985,130.12342854269133,0.003620825837709673,60050.0,44450.0,15600.0,90.90603116070099,0.005827309689788525
39_HYANDAI_HEAVY_267250,443500.0,321250.0,122250.0,459.6261242203501,0.0037597228975079764,403625.0,340000.0,63625.0,465.76603894086077,0.00732048784189958
3_Celltrion_068270,311000.0,213125.0,97875.0,338.17075901692357,0.0034551290831869585,249750.0,198625.0,51125.0,685.2586391764335,0.013403591964331217
40_AMOR_G_002790,141875.0,58199.99999999999,83675.0,187.50685001826452,0.002240894532635369,73500.0,57400.0,16100.0,491.6942639792501,0.030540016396226714
41_COWAY_021240,96250.0,60300.0,35950.0,108.97117505988366,0.003031187067034316,79325.0,63000.0,16325.0,143.4929299503045,0.008789766000018653
42_HAN_ON_018880,14125.0,9612.5,4512.5,18.714283279415003,0.0041472095910060945,11475.0,9682.5,1792.5,17.636614605311213,0.009839115539922573
43_DB_INSURANCE_005830,74575.0,57025.0,17550.0,72.51816726165096,0.004132089302658174,74600.0,66525.0,8075.0,85.36606349566422,0.010571648730113216
44_E_MART_139480,279125.0,187625.0,91500.0,295.1554313353456,0.0032257424189655257,212750.00000000003,181125.0,31625.00000000003,490.58164564322243,0.015512463103342988
45_HANKOOK_TIRE_161390,50575.0,39675.0,10900.0,47.508715197587264,0.00435859772454929,44237.5,38700.0,5537.5,56.93725782248265,0.010282123308800479
46_HAN_ME_128940,528250.0,368875.0,159375.0,494.15154577594853,0.003100558718594187,495375.0,378375.0,117000.0,605.2245902582337,0.005172859745796869
47_CJ_JAIL_097950,382750.0,308750.0,74000.0,300.4548454023946,0.004060200613545873,364000.00000000006,318000.0,46000.00000000006,303.57948819798935,0.00659955409126063
48_HAN_ME_SC_008930,92600.0,61700.0,30900.0,95.66503653766574,0.003095955875005364,80300.0,64600.0,15700.0,96.50242485814353,0.006146651264849906
49_GS_078930,63125.0,47212.5,15912.5,51.78322514217069,0.0032542482414561315,53700.0,46712.5,6987.5,55.383693823471326,0.007926110028403767
4_Hyandaimtr_005380,160375.0,103625.0,56750.0,162.57622946121015,0.0028647793737658174,124375.0,92525.0,31850.0,564.3169928298037,0.017717958958549565
50_HYUNDAI_GLOVIS_086280,168750.0,103000.0,65750.0,209.75057547861005,0.003190122820967453,134500.0,105125.0,29375.0,209.15084507168817,0.007120028768397895
