Max train value,132375.0
Min train value,105125.0
Train values range,27250.0
Train RMSE,317.5040315631345
Train NRMSE,0.011651524094059982
Max test value,111375.0
Min test value,95925.0
Test values range,15450.0
Test RMSE,277.7925544325809
Test NRMSE,0.017980100610523037
