Stock name,Max train val,Min train val,Train vals range,Train RMSE,Train NRMSE,Max test val,Min test val,Test vals range,TestRMSE,TestNRMSE
37_HYANDAI_IRON_004020,73425.0,40600.0,32825.0,100.91084491308743,0.0030742070042067762,48187.5,40800.0,7387.5,127.541217097995,0.01726446255133604
38_HYANDAI_BUILD_000720,79099.99999999999,43162.5,35937.499999999985,155.79651563461897,0.004335207391572008,60050.0,44450.0,15600.0,113.30779453288656,0.007263320162364523
39_HYANDAI_HEAVY_267250,443500.0,321250.0,122250.0,540.8806508332885,0.00442438160190829,403625.0,340000.0,63625.0,552.8181569700399,0.008688694019175481
3_Celltrion_068270,311000.0,213125.0,97875.0,409.5022034501587,0.004183930558877739,249750.0,198625.0,51125.0,874.1707414517159,0.017098694209324517
40_AMOR_G_002790,141875.0,58199.99999999999,83675.0,220.89713769729528,0.002639941890616018,73500.0,57400.0,16100.0,678.505943558107,0.04214322630795696
41_COWAY_021240,96250.0,60300.0,35950.0,128.49457555886778,0.003574258012764055,79325.0,63000.0,16325.0,198.27834262140595,0.01214568714373084
42_HAN_ON_018880,14125.0,9612.5,4512.5,20.571670697339194,0.004558818991100098,11475.0,9682.5,1792.5,19.267182108629076,0.010748776629639651
43_DB_INSURANCE_005830,74575.0,57025.0,17550.0,84.65373260173922,0.004823574507221608,74600.0,66525.0,8075.0,101.86174260140476,0.01261445728809966
44_E_MART_139480,279125.0,187625.0,91500.0,346.1075660415,0.0037825963501803275,212750.00000000003,181125.0,31625.00000000003,612.1502605791941,0.019356529978788728
45_HANKOOK_TIRE_161390,50575.0,39675.0,10900.0,54.28760808712959,0.004980514503406384,44237.5,38700.0,5537.5,69.06106269145016,0.012471523736604996
46_HAN_ME_128940,528250.0,368875.0,159375.0,615.348945480821,0.0038610129912522106,495375.0,378375.0,117000.0,720.2474808245057,0.006155961374568425
47_CJ_JAIL_097950,382750.0,308750.0,74000.0,344.1765526545619,0.004651034495331917,364000.00000000006,318000.0,46000.00000000006,341.78818139727525,0.007430177856462496
48_HAN_ME_SC_008930,92600.0,61700.0,30900.0,112.52821922130504,0.0036416899424370564,80300.0,64600.0,15700.0,113.45890702600487,0.007226681976178654
49_GS_078930,63125.0,47212.5,15912.5,58.95547886888538,0.0037049790333942107,53700.0,46712.5,6987.5,64.64740159956503,0.009251864271851883
4_Hyandaimtr_005380,160375.0,103625.0,56750.0,195.2466596918646,0.003440469774305984,124375.0,92525.0,31850.0,656.659994577301,0.020617268275582447
50_HYUNDAI_GLOVIS_086280,168750.0,103000.0,65750.0,228.35941407758784,0.0034731469821686362,134500.0,105125.0,29375.0,225.91463658087815,0.007690711032540533
5_LGChemical_051910,392250.0,302375.0,89875.0,425.63806028728436,0.004735889405143637,365875.0,321750.0,44125.0,394.94072813460633,0.008950498088036404
6_SamSungBio_207940,553250.0,350500.0,202750.0,759.0592989326989,0.0037438189836384657,478000.0,282375.0,195625.0,1761.8975005834388,0.009006504795314703
7_HanKuKElec_015760,37675.0,23850.0,13825.0,44.461787574135606,0.003216042500841635,34462.5,26150.0,8312.5,44.928799640182625,0.005404968377766331
8_POSCO_005490,375875.0,246374.99999999997,129500.00000000003,510.67445832472043,0.003943432110615601,276000.0,236250.0,39750.0,1312.5701463396972,0.033020632612319425
9_KBFinace_105560,59650.0,48787.5,10862.5,55.45038550124516,0.005104753555925906,49537.5,44287.5,5250.0,230.55845377627293,0.04391589595738532
Average,,,,,0.0044366128524689465,,,,,0.015864640348076095
