close,day,high,low,open,volume
38800,20181224153000,38800,38800,38800,679057
38800,20181224151900,38750,38850,38850,56575
38850,20181224151800,38800,38900,38850,62701
38850,20181224151700,38800,38900,38800,39812
38800,20181224151600,38800,38850,38800,29794
38800,20181224151500,38800,38850,38800,45693
38800,20181224151400,38800,38850,38850,57351
38800,20181224151300,38800,38850,38850,21215
38850,20181224151200,38800,38850,38850,61048
38850,20181224151100,38850,38900,38850,47208
38850,20181224151000,38850,38900,38900,41577
38850,20181224150900,38850,38900,38850,9713
38850,20181224150800,38850,38900,38850,28927
38850,20181224150700,38850,38900,38900,10205
38900,20181224150600,38850,38900,38850,6154
38850,20181224150500,38850,38900,38850,11176
38900,20181224150400,38850,38950,38950,39947
38900,20181224150300,38850,38950,38900,29513
38850,20181224150200,38850,38900,38850,12523
38850,20181224150100,38850,38900,38850,7367
38850,20181224150000,38850,38900,38900,26851
38850,20181224145900,38850,38900,38850,13128
38850,20181224145800,38800,38950,38950,136783
38900,20181224145700,38900,38950,38900,21487
38900,20181224145600,38900,38950,38900,10027
38900,20181224145500,38900,38950,38900,19089
38900,20181224145400,38900,39000,38950,31535
38950,20181224145300,38850,39000,38850,55348
38850,20181224145200,38850,39050,39000,190005
39000,20181224145100,38900,39050,38950,203585
38950,20181224145000,38850,38950,38850,184002
38850,20181224144900,38800,38900,38800,125198
38800,20181224144800,38750,38850,38750,274775
38800,20181224144700,38750,38800,38800,16921
38750,20181224144600,38750,38800,38750,17998
38750,20181224144500,38750,38800,38800,9514
38750,20181224144400,38750,38800,38800,10172
38800,20181224144300,38750,38800,38750,13243
38750,20181224144200,38750,38800,38800,8887
38750,20181224144100,38750,38800,38750,11833
38750,20181224144000,38750,38800,38750,12281
38750,20181224143900,38750,38800,38800,23220
38750,20181224143800,38750,38800,38800,9669
38750,20181224143700,38750,38800,38750,11385
38750,20181224143600,38750,38800,38800,9080
38750,20181224143500,38750,38800,38800,6544
38750,20181224143400,38750,38800,38800,12388
38750,20181224143300,38750,38800,38750,10766
38800,20181224143200,38700,38800,38700,166092
38700,20181224143100,38700,38750,38700,16103
38750,20181224143000,38700,38750,38700,9801
38750,20181224142900,38700,38750,38700,19399
38750,20181224142800,38700,38750,38700,23166
38700,20181224142700,38700,38750,38750,26667
38700,20181224142600,38700,38750,38750,15939
38700,20181224142500,38700,38750,38700,7806
38700,20181224142400,38700,38750,38700,9969
38700,20181224142300,38650,38700,38700,24888
38700,20181224142200,38650,38750,38700,16494
38700,20181224142100,38650,38750,38650,30033
38650,20181224142000,38650,38700,38700,7024
38700,20181224141900,38650,38750,38750,18936
38750,20181224141800,38650,38750,38650,26174
38650,20181224141700,38650,38750,38700,103030
38750,20181224141600,38700,38750,38750,7980
38750,20181224141500,38650,38750,38700,125908
38700,20181224141400,38650,38700,38700,69562
38650,20181224141300,38650,38700,38700,14722
38700,20181224141200,38650,38700,38650,16026
38650,20181224141100,38650,38700,38650,9915
38650,20181224141000,38650,38700,38650,8353
38650,20181224140900,38650,38700,38700,8454
38650,20181224140800,38650,38700,38700,10571
38650,20181224140700,38650,38700,38700,16452
38700,20181224140600,38650,38700,38650,11110
38650,20181224140500,38650,38700,38650,8954
38650,20181224140400,38650,38700,38700,22830
38650,20181224140300,38650,38700,38700,10362
38700,20181224140200,38650,38700,38650,17706
38700,20181224140100,38650,38700,38650,17123
38650,20181224140000,38650,38700,38650,8219
38650,20181224135900,38650,38700,38650,12046
38650,20181224135800,38650,38700,38650,15363
38650,20181224135700,38650,38700,38700,9505
38700,20181224135600,38650,38700,38650,14717
38650,20181224135500,38650,38700,38700,10007
38650,20181224135400,38650,38700,38650,11995
38650,20181224135300,38650,38700,38700,6485
38700,20181224135200,38650,38700,38650,7251
38700,20181224135100,38650,38700,38700,5229
38700,20181224135000,38650,38700,38700,9945
38650,20181224134900,38650,38700,38700,5319
38700,20181224134800,38650,38700,38650,6778
38650,20181224134700,38600,38700,38600,86783
38600,20181224134600,38600,38650,38600,8049
38600,20181224134500,38600,38650,38650,6785
38600,20181224134400,38600,38650,38650,4828
38650,20181224134300,38600,38650,38600,8493
38600,20181224134200,38600,38650,38600,23694
38600,20181224134100,38600,38650,38600,6468
38600,20181224134000,38600,38650,38600,34874
38650,20181224133900,38600,38650,38650,22912
38600,20181224133800,38600,38650,38600,8726
38600,20181224133700,38600,38650,38650,11008
38600,20181224133600,38600,38650,38650,9559
38600,20181224133500,38600,38650,38600,9332
38600,20181224133400,38600,38650,38600,9390
38600,20181224133300,38600,38650,38650,5138
38650,20181224133200,38600,38650,38600,10581
38600,20181224133100,38600,38650,38600,15628
38600,20181224133000,38600,38650,38650,5777
38650,20181224132900,38600,38650,38650,9929
38650,20181224132800,38600,38650,38650,14400
38650,20181224132700,38600,38650,38600,5681
38600,20181224132600,38600,38650,38600,5192
38600,20181224132500,38600,38650,38650,4775
38650,20181224132400,38600,38650,38600,5360
38600,20181224132300,38600,38650,38650,6208
38650,20181224132200,38550,38650,38600,66010
38600,20181224132100,38550,38600,38600,9110
38550,20181224132000,38550,38600,38600,18309
38550,20181224131900,38550,38600,38550,6173
38550,20181224131800,38550,38600,38550,7421
38550,20181224131700,38550,38600,38600,7110
38600,20181224131600,38550,38650,38600,57350
38600,20181224131500,38600,38650,38650,5956
38650,20181224131400,38600,38650,38650,8449
38600,20181224131300,38600,38650,38650,14256
38600,20181224131200,38600,38650,38650,18688
38600,20181224131100,38600,38650,38600,25325
38600,20181224131000,38600,38700,38650,29761
38650,20181224130900,38650,38700,38650,21351
38650,20181224130800,38650,38750,38750,76400
38750,20181224130700,38700,38750,38700,4821
38750,20181224130600,38700,38750,38750,4131
38750,20181224130500,38700,38750,38700,36840
38700,20181224130400,38700,38750,38750,7218
38700,20181224130300,38700,38750,38750,5870
38750,20181224130200,38700,38750,38700,4588
38700,20181224130100,38700,38750,38750,2886
38750,20181224130000,38700,38750,38700,4609
38700,20181224125900,38700,38750,38700,13392
38750,20181224125800,38650,38750,38700,24993
38700,20181224125700,38700,38800,38800,63576
38750,20181224125600,38750,38800,38750,15005
38800,20181224125500,38750,38800,38800,8780
38750,20181224125400,38750,38800,38800,6342
38800,20181224125300,38750,38800,38750,7505
38750,20181224125200,38750,38800,38750,21574
38750,20181224125100,38750,38800,38800,9235
38750,20181224125000,38700,38800,38750,9451
38750,20181224124900,38700,38750,38750,46115
38750,20181224124800,38700,38750,38700,3539
38700,20181224124700,38700,38750,38750,6946
38750,20181224124600,38700,38750,38750,4670
38700,20181224124500,38700,38750,38750,4710
38700,20181224124400,38700,38750,38750,8724
38750,20181224124300,38700,38750,38750,6162
38750,20181224124200,38700,38750,38700,8416
38700,20181224124100,38700,38800,38800,7836
38750,20181224124000,38700,38800,38800,38280
38750,20181224123900,38750,38800,38800,26561
38750,20181224123800,38750,38800,38750,8965
38750,20181224123700,38750,38800,38800,3719
38750,20181224123600,38750,38800,38800,5169
38800,20181224123500,38750,38800,38800,13319
38800,20181224123400,38750,38800,38750,4037
38750,20181224123300,38700,38800,38750,11673
38700,20181224123200,38700,38800,38800,16802
38800,20181224123100,38750,38800,38800,5520
38750,20181224123000,38750,38850,38800,58548
38800,20181224122900,38750,38850,38800,51637
38800,20181224122800,38750,38800,38750,7839
38750,20181224122700,38700,38800,38750,88346
38700,20181224122600,38700,38750,38700,7564
38700,20181224122500,38700,38750,38700,7850
38700,20181224122400,38700,38750,38700,6879
38700,20181224122300,38700,38750,38700,5586
38700,20181224122200,38700,38750,38700,3836
38700,20181224122100,38700,38750,38700,13417
38700,20181224122000,38650,38750,38650,7063
38700,20181224121900,38650,38750,38750,11688
38750,20181224121800,38650,38750,38700,31076
38700,20181224121700,38650,38750,38700,131738
38700,20181224121600,38600,38700,38650,48008
38650,20181224121500,38600,38650,38650,32529
38600,20181224121400,38600,38650,38600,8050
38600,20181224121300,38600,38650,38600,7436
38600,20181224121200,38600,38650,38600,4151
38600,20181224121100,38600,38650,38600,3422
38600,20181224121000,38600,38650,38600,5683
38650,20181224120900,38600,38650,38600,6621
38650,20181224120800,38600,38650,38650,4532
38600,20181224120700,38600,38650,38600,2837
38600,20181224120600,38600,38650,38600,4336
38600,20181224120500,38600,38650,38600,13490
38600,20181224120400,38600,38650,38600,13628
38600,20181224120300,38600,38650,38650,4792
38650,20181224120200,38600,38650,38600,20964
38600,20181224120100,38600,38650,38600,4658
38600,20181224120000,38600,38650,38650,3897
38650,20181224115900,38600,38650,38650,13620
38600,20181224115800,38600,38650,38650,3607
38600,20181224115700,38600,38700,38700,47424
38650,20181224115600,38650,38700,38700,21352
38700,20181224115500,38600,38700,38650,46454
38650,20181224115400,38600,38650,38650,70593
38600,20181224115300,38550,38650,38600,131097
38600,20181224115200,38550,38600,38550,6829
38550,20181224115100,38550,38600,38550,4473
38600,20181224115000,38550,38600,38600,4933
38600,20181224114900,38550,38600,38600,6535
38550,20181224114800,38550,38600,38600,4259
38600,20181224114700,38550,38600,38600,4320
38550,20181224114600,38550,38600,38600,4622
38550,20181224114500,38500,38600,38500,33565
38500,20181224114400,38500,38550,38500,25594
38550,20181224114300,38500,38550,38500,9291
38500,20181224114200,38500,38550,38550,5814
38550,20181224114100,38500,38550,38550,24071
38550,20181224114000,38500,38550,38550,10320
38550,20181224113900,38500,38550,38550,4053
38500,20181224113800,38500,38550,38500,6365
38550,20181224113700,38500,38550,38550,11101
38550,20181224113600,38500,38550,38550,6557
38550,20181224113500,38500,38550,38500,5997
38500,20181224113400,38500,38550,38550,4351
38550,20181224113300,38500,38550,38500,4413
38550,20181224113200,38500,38550,38550,9023
38500,20181224113100,38500,38550,38500,16307
38500,20181224113000,38500,38550,38550,72110
38500,20181224112900,38500,38550,38550,6650
38550,20181224112800,38500,38550,38550,9127
38500,20181224112700,38500,38550,38550,5767
38550,20181224112600,38500,38550,38550,3581
38550,20181224112500,38500,38550,38500,6309
38500,20181224112400,38500,38550,38550,4347
38550,20181224112300,38500,38550,38550,2801
38550,20181224112200,38500,38550,38550,6560
38550,20181224112100,38500,38550,38500,4093
38500,20181224112000,38500,38550,38550,3292
38550,20181224111900,38500,38550,38500,7224
38500,20181224111800,38450,38550,38500,58369
38450,20181224111700,38450,38500,38450,6367
38500,20181224111600,38450,38500,38500,13414
38500,20181224111500,38450,38500,38450,7954
38500,20181224111400,38450,38500,38450,8758
38500,20181224111300,38450,38500,38500,10264
38450,20181224111200,38450,38500,38450,10517
38500,20181224111100,38450,38500,38500,9853
38500,20181224111000,38450,38500,38450,20278
38450,20181224110900,38450,38500,38500,12823
38450,20181224110800,38450,38500,38450,11236
38500,20181224110700,38450,38550,38500,46768
38500,20181224110600,38500,38550,38550,10922
38550,20181224110500,38500,38550,38550,7510
38500,20181224110400,38500,38550,38550,8170
38550,20181224110300,38500,38550,38550,14642
38500,20181224110200,38500,38550,38550,10971
38550,20181224110100,38500,38550,38500,7238
38500,20181224110000,38500,38550,38500,11481
38550,20181224105900,38450,38550,38500,32959
38450,20181224105800,38450,38500,38500,56023
38500,20181224105700,38450,38500,38500,21263
38450,20181224105600,38450,38500,38450,17121
38500,20181224105500,38450,38500,38450,19626
38450,20181224105400,38450,38500,38500,17430
38450,20181224105300,38450,38500,38450,29872
38450,20181224105200,38400,38500,38450,22349
38450,20181224105100,38400,38450,38400,80238
38400,20181224105000,38400,38450,38400,8536
38450,20181224104900,38400,38450,38400,4290
38400,20181224104800,38400,38450,38450,15763
38450,20181224104700,38400,38450,38450,9037
38450,20181224104600,38350,38450,38350,30991
38350,20181224104500,38350,38400,38350,29676
38400,20181224104400,38350,38400,38350,6869
38350,20181224104300,38350,38400,38400,6981
38400,20181224104200,38350,38450,38400,78641
38400,20181224104100,38400,38450,38450,7854
38450,20181224104000,38400,38450,38400,11503
38400,20181224103900,38400,38450,38400,9977
38400,20181224103800,38400,38450,38400,3556
38450,20181224103700,38400,38450,38450,6570
38400,20181224103600,38400,38450,38400,4649
38450,20181224103500,38350,38450,38450,20144
38450,20181224103400,38400,38450,38450,9603
38400,20181224103300,38400,38450,38400,5911
38450,20181224103200,38400,38450,38400,4878
38400,20181224103100,38400,38450,38450,13514
38450,20181224103000,38400,38450,38400,4124
38400,20181224102900,38400,38450,38400,5211
38450,20181224102800,38350,38450,38350,17349
38350,20181224102700,38350,38450,38450,79205
38400,20181224102600,38400,38450,38400,18878
38400,20181224102500,38400,38450,38450,12017
38450,20181224102400,38400,38450,38450,4365
38450,20181224102300,38400,38450,38450,4911
38450,20181224102200,38400,38450,38400,3390
38400,20181224102100,38400,38450,38400,6933
